cd_acao;cd_acao_rdz;nm_empresa;setor_economico;subsetor;segmento;cnpj;dt_abertura;matriz.empresaMatriz;cd_cnae_principal;de_cnae_principal;de_ramo_atividade;de_setor;endereco_cep;endereco_municipio;endereco_uf;endereco_regiao;endereco_mesorregiao;situacao_cadastral;nivel_atividade;empresa_porte;saude_tributaria;optante_simples;optante_simei
EMBRK177;EMBR;EMBRAER;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL AERONÁUTICO E DE DEFESA;7689002000189;2005-09-08;True;3041500,0;FABRICACAO DE AERONAVES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;12227901,0;SAO JOSE DOS CAMPOS;SP;SUDESTE;VALE DO PARAIBA PAULISTA;ATIVA;ALTO;GRANDE;VERMELHO;False;False
EMBRX185;EMBR;EMBRAER;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL AERONÁUTICO E DE DEFESA;7689002000189;2005-09-08;True;3041500,0;FABRICACAO DE AERONAVES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;12227901,0;SAO JOSE DOS CAMPOS;SP;SUDESTE;VALE DO PARAIBA PAULISTA;ATIVA;ALTO;GRANDE;VERMELHO;False;False
EMBRK112;EMBR;EMBRAER;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL AERONÁUTICO E DE DEFESA;7689002000189;2005-09-08;True;3041500,0;FABRICACAO DE AERONAVES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;12227901,0;SAO JOSE DOS CAMPOS;SP;SUDESTE;VALE DO PARAIBA PAULISTA;ATIVA;ALTO;GRANDE;VERMELHO;False;False
EMBRA15;EMBR;EMBRAER;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL AERONÁUTICO E DE DEFESA;7689002000189;2005-09-08;True;3041500,0;FABRICACAO DE AERONAVES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;12227901,0;SAO JOSE DOS CAMPOS;SP;SUDESTE;VALE DO PARAIBA PAULISTA;ATIVA;ALTO;GRANDE;VERMELHO;False;False
EMBRA17;EMBR;EMBRAER;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL AERONÁUTICO E DE DEFESA;7689002000189;2005-09-08;True;3041500,0;FABRICACAO DE AERONAVES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;12227901,0;SAO JOSE DOS CAMPOS;SP;SUDESTE;VALE DO PARAIBA PAULISTA;ATIVA;ALTO;GRANDE;VERMELHO;False;False
FRAS3;FRAS;FRAS-LE;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88610126000129;1966-08-01;True;2943300,0;FABRICACAO DE PECAS E ACESSORIOS PARA O SISTEMA DE FREIOS DE VEICULOS AUTOMOTORES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95115550,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERDE;False;False
POMOK249;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMO3;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOJ270;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMO4;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOK280;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOJ280;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOL270;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOW249;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOK270;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOW360;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOK290;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOW240;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOJ290;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOW280;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOJ299;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOJ310;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOK320;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOK299;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOK340;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOV270;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOV299;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOJ260;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOX270;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOW380;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOW270;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOW260;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOW290;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOV260;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOV249;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOV220;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOV240;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOL260;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOK260;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOI270;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOU270;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOJ370;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOI260;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOU299;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOI280;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOU249;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOU310;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
POMOU260;POMO;MARCOPOLO;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;88611835000129;1966-08-08;True;2920401,0;FABRICACAO DE CAMINHOES E ONIBUS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95086200,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
RAPTK100;RAPT;RANDON PART;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;89086144000116;1976-11-09;False;2930101,0;FABRICACAO DE CABINES CARROCERIAS E REBOQUES PARA CAMINHOES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95055010,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
RAPTJ100;RAPT;RANDON PART;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;89086144000116;1976-11-09;False;2930101,0;FABRICACAO DE CABINES CARROCERIAS E REBOQUES PARA CAMINHOES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95055010,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
RAPTV100;RAPT;RANDON PART;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;89086144000116;1976-11-09;False;2930101,0;FABRICACAO DE CABINES CARROCERIAS E REBOQUES PARA CAMINHOES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95055010,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
RAPTK115;RAPT;RANDON PART;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;89086144000116;1976-11-09;False;2930101,0;FABRICACAO DE CABINES CARROCERIAS E REBOQUES PARA CAMINHOES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95055010,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
RAPTW130;RAPT;RANDON PART;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;89086144000116;1976-11-09;False;2930101,0;FABRICACAO DE CABINES CARROCERIAS E REBOQUES PARA CAMINHOES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95055010,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
RAPTW110;RAPT;RANDON PART;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;89086144000116;1976-11-09;False;2930101,0;FABRICACAO DE CABINES CARROCERIAS E REBOQUES PARA CAMINHOES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95055010,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
RAPTO115;RAPT;RANDON PART;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;89086144000116;1976-11-09;False;2930101,0;FABRICACAO DE CABINES CARROCERIAS E REBOQUES PARA CAMINHOES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95055010,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
RAPTW882;RAPT;RANDON PART;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;89086144000116;1976-11-09;False;2930101,0;FABRICACAO DE CABINES CARROCERIAS E REBOQUES PARA CAMINHOES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95055010,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
RAPT3;RAPT;RANDON PART;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;89086144000116;1976-11-09;False;2930101,0;FABRICACAO DE CABINES CARROCERIAS E REBOQUES PARA CAMINHOES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95055010,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
RAPT4;RAPT;RANDON PART;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;89086144000116;1976-11-09;False;2930101,0;FABRICACAO DE CABINES CARROCERIAS E REBOQUES PARA CAMINHOES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95055010,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
RAPTK110;RAPT;RANDON PART;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;89086144000116;1976-11-09;False;2930101,0;FABRICACAO DE CABINES CARROCERIAS E REBOQUES PARA CAMINHOES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95055010,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
RAPTW922;RAPT;RANDON PART;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;89086144000116;1976-11-09;False;2930101,0;FABRICACAO DE CABINES CARROCERIAS E REBOQUES PARA CAMINHOES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95055010,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
RAPTK105;RAPT;RANDON PART;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;89086144000116;1976-11-09;False;2930101,0;FABRICACAO DE CABINES CARROCERIAS E REBOQUES PARA CAMINHOES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95055010,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
RAPTW100;RAPT;RANDON PART;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;89086144000116;1976-11-09;False;2930101,0;FABRICACAO DE CABINES CARROCERIAS E REBOQUES PARA CAMINHOES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95055010,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
RAPTJ105;RAPT;RANDON PART;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;89086144000116;1976-11-09;False;2930101,0;FABRICACAO DE CABINES CARROCERIAS E REBOQUES PARA CAMINHOES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95055010,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
RAPTV102;RAPT;RANDON PART;BENS INDUSTRIAIS;MATERIAL DE TRANSPORTE;MATERIAL RODOVIÁRIO;89086144000116;1976-11-09;False;2930101,0;FABRICACAO DE CABINES CARROCERIAS E REBOQUES PARA CAMINHOES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;95055010,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
