cd_acao;cd_acao_rdz;nm_empresa;setor_economico;subsetor;segmento;cnpj;dt_abertura;matriz.empresaMatriz;cd_cnae_principal;de_cnae_principal;de_ramo_atividade;de_setor;endereco_cep;endereco_municipio;endereco_uf;endereco_regiao;endereco_mesorregiao;situacao_cadastral;nivel_atividade;empresa_porte;saude_tributaria;optante_simples;optante_simei
ELETK539;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETK484;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETJ452;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETW410;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETK494;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETL537;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETW450;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETJ389;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETK559;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETK475;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETK504;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETK485;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETW555;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETV482;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETK459;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETJ489;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETK492;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETW455;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETW475;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETL53;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETW425;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETW486;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETK509;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETF48;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETW499;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETV504;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETX482;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETJ392;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETL580;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETJ442;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETX532;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETV457;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETJ444;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETW444;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETI550;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETV509;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETJ524;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETX495;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETA480;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETJ494;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETJ515;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETL500;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETJ445;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETK375;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETK395;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETU320;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETV494;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETF470;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETJ457;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETV467;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETL532;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETJ569;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETW465;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETV450;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETX462;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETJ417;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETJ497;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETW530;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETW355;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETV460;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETW454;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETL453;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETJ434;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETJ529;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETJ437;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETX420;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETV447;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETL410;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
ELETW384;ELET;ELETROBRAS;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;1180000126;1966-08-19;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;70730524,0;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA;ALTO;GRANDE;VERDE;False;False
