ticker;nm_empresa;cnpj;setor_economico;subsetor;segmento;dt_abertura;matriz.empresaMatriz;cd_cnae_principal;de_cnae_principal;de_ramo_atividade;de_setor;endereco_cep;endereco_municipio;endereco_uf;endereco_regiao;endereco_mesorregiao;situacao_cadastral;nivel_atividade;empresa_porte;saude_tributaria;optante_simples;optante_simei
INEP4, INEP3;INEPAR;76627504000106;BENS INDUSTRIAIS;MÁQUINAS E EQUIPAMENTOS;MÁQ. E EQUIP. INDUSTRIAIS;1971-12-20;True;2731700,0;FABRICACAO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUICAO E CONTROLE DE ENERGIA ELETRICA;ELETROELETRONICOS;INDUSTRIA;80410180,0;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA;ALTO;GRANDE;VERMELHO;False;False
KEPL3;KEPLER WEBER;91983056000169;BENS INDUSTRIAIS;MÁQUINAS E EQUIPAMENTOS;MÁQ. E EQUIP. INDUSTRIAIS;1966-08-30;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;4552000,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERDE;False;False
FRIO3;METALFRIO;4821041000108;BENS INDUSTRIAIS;MÁQUINAS E EQUIPAMENTOS;MÁQ. E EQUIP. INDUSTRIAIS;2001-12-19;True;2751100,0;FABRICACAO DE FOGOES REFRIGERADORES E MAQUINAS DE LAVAR E SECAR PARA USO DOMESTICO PECAS E ACESSORIOS;ELETROELETRONICOS;INDUSTRIA;4186220,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
NORD3;NORDON MET;60884319000159;BENS INDUSTRIAIS;MÁQUINAS E EQUIPAMENTOS;MÁQ. E EQUIP. INDUSTRIAIS;1966-07-15;True;3314799,0;MANUTENCAO E REPARACAO DE OUTRAS MAQUINAS E EQUIPAMENTOS PARA USOS INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS DIVERSOS;SERVICOS;9080620,0;SANTO ANDRE;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
PTCA11, PTCA3;PRATICA;8574411000100;BENS INDUSTRIAIS;MÁQUINAS E EQUIPAMENTOS;MÁQ. E EQUIP. INDUSTRIAIS;2006-12-20;True;2823200,0;FABRICACAO DE MAQUINAS E APARELHOS DE REFRIGERACAO E VENTILACAO PARA USO INDUSTRIAL E COMERCIAL PECAS E ACESSORIOS;SIDERURGICA-METALURGIA;INDUSTRIA;37556140,0;POUSO ALEGRE;MG;SUDESTE;SUL SUDOESTE DE MINAS;ATIVA;ALTO;MEDIA;VERDE;False;False
MTSA3, MTSA4;METISA;86375425000109;BENS INDUSTRIAIS;MÁQUINAS E EQUIPAMENTOS;MÁQ. E EQUIP. CONSTRUÇÃO E AGRÍCOLAS;1942-01-22;True;2833000,0;FABRICACAO DE MAQUINAS E EQUIPAMENTOS PARA A AGRICULTURA E PECUARIA PECAS E ACESSORIOS EXCETO PARA IRRIGACAO;SIDERURGICA-METALURGIA;INDUSTRIA;89120971,0;TIMBO;SC;SUL;VALE DO ITAJAI;ATIVA;ALTO;GRANDE;CINZA;False;False
;STARA;;BENS INDUSTRIAIS;MÁQUINAS E EQUIPAMENTOS;MÁQ. E EQUIP. CONSTRUÇÃO E AGRÍCOLAS;;;;;;;;;;;;;;;;;
TASA13, TASA15, TASA17, TASA3, TASA4;TAURUS ARMAS;92781335000102;BENS INDUSTRIAIS;MÁQUINAS E EQUIPAMENTOS;ARMAS E MUNIÇÕES;1966-08-11;True;2550102,0;FABRICACAO DE ARMAS DE FOGO OUTRAS ARMAS E MUNICOES;SIDERURGICA-METALURGIA;INDUSTRIA;93035411,0;SAO LEOPOLDO;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
AZUL4;AZUL;9305994000129;BENS INDUSTRIAIS;TRANSPORTE;TRANSPORTE AÉREO;2008-01-16;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;6460040,0;BARUERI;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;CINZA;False;False
GOLL11, GOLL4;GOL;6164253000187;BENS INDUSTRIAIS;TRANSPORTE;TRANSPORTE AÉREO;2004-03-22;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;4626020,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;CINZA;False;False
FRRN3B, FRRN5B, FRRN6B;ALL NORTE;24962466000136;BENS INDUSTRIAIS;TRANSPORTE;TRANSPORTE FERROVIÁRIO;1988-10-05;True;4911600,0;TRANSPORTE FERROVIARIO DE CARGA;TRANSPORTE;SERVICOS;78715898,0;RONDONOPOLIS;MT;CENTRO-OESTE;SUDESTE MATO GROSSENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
;ALL PAULISTA;;BENS INDUSTRIAIS;TRANSPORTE;TRANSPORTE FERROVIÁRIO;;;;;;;;;;;;;;;;;
RLOG3;COSAN LOG;17346997000139;BENS INDUSTRIAIS;TRANSPORTE;TRANSPORTE FERROVIÁRIO;;;;;;;;;;;;;;;;;
VSPT3, VSPT4;FER C ATLANT;924429000175;BENS INDUSTRIAIS;TRANSPORTE;TRANSPORTE FERROVIÁRIO;1995-11-16;True;4911600,0;TRANSPORTE FERROVIARIO DE CARGA;TRANSPORTE;SERVICOS;30150904,0;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA;ALTO;GRANDE;CINZA;False;False
MRSA3B, MRSA5B, MRSA6B;MRS LOGIST;1417222000177;BENS INDUSTRIAIS;TRANSPORTE;TRANSPORTE FERROVIÁRIO;1996-09-04;True;4911600,0;TRANSPORTE FERROVIARIO DE CARGA;TRANSPORTE;SERVICOS;22250906,0;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;GRANDE;AMARELA;False;False
RAIL3;RUMO S.A.;2387241000160;BENS INDUSTRIAIS;TRANSPORTE;TRANSPORTE FERROVIÁRIO;1998-03-02;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;82920030,0;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA;ALTO;GRANDE;VERMELHO;False;False
LOGN3;LOG-IN;42278291000124;BENS INDUSTRIAIS;TRANSPORTE;TRANSPORTE HIDROVIÁRIO;1973-10-05;True;5250805,0;OPERADOR DE TRANSPORTE MULTIMODAL OTM;TRANSPORTE;SERVICOS;20021290,0;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;GRANDE;AMARELA;False;False
LUXM3, LUXM4;TREVISA;92660570000126;BENS INDUSTRIAIS;TRANSPORTE;TRANSPORTE HIDROVIÁRIO;1966-08-02;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;90810240,0;PORTO ALEGRE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA;ALTO;GRANDE;VERDE;False;False
JSLG3;JSL;52548435000179;BENS INDUSTRIAIS;TRANSPORTE;TRANSPORTE RODOVIÁRIO;1969-12-10;True;4930202,0;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;4530001,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
TGMA3;TEGMA;2351144000118;BENS INDUSTRIAIS;TRANSPORTE;TRANSPORTE RODOVIÁRIO;1998-01-22;True;4930202,0;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;9820655,0;SAO BERNARDO DO CAMPO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
;AUTOBAN;;BENS INDUSTRIAIS;TRANSPORTE;EXPLORAÇÃO DE RODOVIAS;;;;;;;;;;;;;;;;;
CCRO3;CCR SA;2846056000197;BENS INDUSTRIAIS;TRANSPORTE;EXPLORAÇÃO DE RODOVIAS;1998-10-27;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;4551065,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;CINZA;False;False
;CONC RAPOSO;;BENS INDUSTRIAIS;TRANSPORTE;EXPLORAÇÃO DE RODOVIAS;;;;;;;;;;;;;;;;;
CRTE3B, CRTE5B;CONC RIO TER;938574000105;BENS INDUSTRIAIS;TRANSPORTE;EXPLORAÇÃO DE RODOVIAS;1995-11-21;True;5221400,0;CONCESSIONARIAS DE RODOVIAS PONTES TUNEIS E SERVICOS RELACIONADOS;TRANSPORTE;SERVICOS;25930530,0;MAGE;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;GRANDE;AMARELA;False;False
;ECON;;BENS INDUSTRIAIS;TRANSPORTE;EXPLORAÇÃO DE RODOVIAS;;;;;;;;;;;;;;;;;
;ECONORTE;;BENS INDUSTRIAIS;TRANSPORTE;EXPLORAÇÃO DE RODOVIAS;;;;;;;;;;;;;;;;;
;ECOPISTAS;;BENS INDUSTRIAIS;TRANSPORTE;EXPLORAÇÃO DE RODOVIAS;;;;;;;;;;;;;;;;;
ECOR3;ECORODOVIAS;4149454000180;BENS INDUSTRIAIS;TRANSPORTE;EXPLORAÇÃO DE RODOVIAS;2000-11-16;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;4547005,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERDE;False;False
;ECOVIAS;;BENS INDUSTRIAIS;TRANSPORTE;EXPLORAÇÃO DE RODOVIAS;;;;;;;;;;;;;;;;;
;ROD COLINAS;;BENS INDUSTRIAIS;TRANSPORTE;EXPLORAÇÃO DE RODOVIAS;;;;;;;;;;;;;;;;;
;ROD TIETE;;BENS INDUSTRIAIS;TRANSPORTE;EXPLORAÇÃO DE RODOVIAS;;;;;;;;;;;;;;;;;
;RT BANDEIRAS;;BENS INDUSTRIAIS;TRANSPORTE;EXPLORAÇÃO DE RODOVIAS;;;;;;;;;;;;;;;;;
;TRIANGULOSOL;;BENS INDUSTRIAIS;TRANSPORTE;EXPLORAÇÃO DE RODOVIAS;;;;;;;;;;;;;;;;;
TPIS3;TRIUNFO PART;3014553000191;BENS INDUSTRIAIS;TRANSPORTE;EXPLORAÇÃO DE RODOVIAS;1999-01-21;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;4551000,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;CINZA;False;False
;VIAOESTE;;BENS INDUSTRIAIS;TRANSPORTE;EXPLORAÇÃO DE RODOVIAS;;;;;;;;;;;;;;;;;
;GRUAIRPORT;;BENS INDUSTRIAIS;TRANSPORTE;SERVIÇOS DE APOIO E ARMAZENAGEM;;;;;;;;;;;;;;;;;
PSVM11;PORTO VM;18494485000182;BENS INDUSTRIAIS;TRANSPORTE;SERVIÇOS DE APOIO E ARMAZENAGEM;2013-07-15;True;6463800,0;OUTRAS SOCIEDADES DE PARTICIPACAO EXCETO HOLDINGS;BENS DE CAPITAL;SERVICOS;23826580,0;ITAGUAI;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;GRANDE;CINZA;False;False
IVPR4B, IVPR3B;INVEPAR;3758318000124;BENS INDUSTRIAIS;TRANSPORTE;SERVIÇOS DE APOIO E ARMAZENAGEM;2000-04-17;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;22250911,0;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;GRANDE;CINZA;False;False
;SALUS INFRA;;BENS INDUSTRIAIS;TRANSPORTE;SERVIÇOS DE APOIO E ARMAZENAGEM;;;;;;;;;;;;;;;;;
STBP3;SANTOS BRP;2762121000104;BENS INDUSTRIAIS;TRANSPORTE;SERVIÇOS DE APOIO E ARMAZENAGEM;1998-09-23;True;5231102,0;ATIVIDADES DO OPERADOR PORTUARIO;TRANSPORTE;SERVICOS;4534011,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
WSON33;WILSON SONS;5721735000128;BENS INDUSTRIAIS;TRANSPORTE;SERVIÇOS DE APOIO E ARMAZENAGEM;;;;;;;;;;;;;;;;;
;ATMASA;;BENS INDUSTRIAIS;SERVIÇOS DIVERSOS;SERVIÇOS DIVERSOS;;;;;;;;;;;;;;;;;
BBML3;BBMLOGISTICA;1107327000120;BENS INDUSTRIAIS;SERVIÇOS DIVERSOS;SERVIÇOS DIVERSOS;1996-03-06;True;4930202,0;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;83005360,0;SAO JOSE DOS PINHAIS;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA;ALTO;GRANDE;VERMELHO;False;False
CARD3;CSU CARDSYST;1896779000138;BENS INDUSTRIAIS;SERVIÇOS DIVERSOS;SERVIÇOS DIVERSOS;1997-04-18;True;7020400,0;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL EXCETO CONSULTORIA TECNICA ESPECIFICA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;6440182,0;BARUERI;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
DTCY3, DTCY4;DTCOM-DIRECT;3303999000136;BENS INDUSTRIAIS;SERVIÇOS DIVERSOS;SERVIÇOS DIVERSOS;1999-07-16;True;8599604,0;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;83420000,0;QUATRO BARRAS;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA;ALTO;GRANDE;VERDE;False;False
FLEX3;FLEX S/A;10851805000100;BENS INDUSTRIAIS;SERVIÇOS DIVERSOS;SERVIÇOS DIVERSOS;2009-05-27;True;8220200,0;ATIVIDADES DE TELEATENDIMENTO DISPENSADA;SERVICOS ADMINISTRATIVOS;SERVICOS;1452911,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
PRNR3;PRINER;18593815000197;BENS INDUSTRIAIS;SERVIÇOS DIVERSOS;SERVIÇOS DIVERSOS;2013-07-31;True;4399102,0;MONTAGEM E DESMONTAGEM DE ANDAIMES E OUTRAS ESTRUTURAS TEMPORARIAS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;22760401,0;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
VLID3;VALID;33113309000147;BENS INDUSTRIAIS;SERVIÇOS DIVERSOS;SERVIÇOS DIVERSOS;1969-01-30;True;1812100,0;IMPRESSAO DE MATERIAL DE SEGURANCA;PAPEL E CELULOSE;INDUSTRIA;18052445,0;SOROCABA;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;ATIVA;ALTO;GRANDE;VERDE;False;False
BTTL3;BATTISTELLA;42331462000131;BENS INDUSTRIAIS;COMÉRCIO;MATERIAL DE TRANSPORTE;1974-08-01;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;83015140,0;SAO JOSE DOS PINHAIS;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA;ALTO;GRANDE;CINZA;False;False
MMAQ3, MMAQ4;MINASMAQUINA;17161241000115;BENS INDUSTRIAIS;COMÉRCIO;MATERIAL DE TRANSPORTE;1966-08-19;True;4511104,0;COMERCIO POR ATACADO DE CAMINHOES NOVOS E USADOS;VAREJO;COMERCIO;32140000,0;CONTAGEM;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA;ALTO;GRANDE;AMARELA;False;False
WLMM3, WLMM4;WLM IND COM;33228024000151;BENS INDUSTRIAIS;COMÉRCIO;MATERIAL DE TRANSPORTE;1971-09-06;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;22210901,0;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;GRANDE;CINZA;False;False
APTI3, APTI4;ALIPERTI;61156931000178;CONSUMO NÃO CÍCLICO;AGROPECUÁRIA;AGRICULTURA;1966-07-13;True;2424502,0;PRODUCAO DE RELAMINADOS TREFILADOS E PERFILADOS DE ACO EXCETO ARAMES;SIDERURGICA-METALURGIA;INDUSTRIA;4156090,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
AGRO3;BRASILAGRO;7628528000159;CONSUMO NÃO CÍCLICO;AGROPECUÁRIA;AGRICULTURA;2005-09-30;True;113000,0;CULTIVO DE CANA DE ACUCAR;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;1452002,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;CINZA;False;False
FRTA3;POMIFRUTAS;86550951000150;CONSUMO NÃO CÍCLICO;AGROPECUÁRIA;AGRICULTURA;1967-02-22;True;133407,0;CULTIVO DE MACA;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;89580000,0;FRAIBURGO;SC;SUL;OESTE CATARINENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
SLCE3;SLC AGRICOLA;89096457000155;CONSUMO NÃO CÍCLICO;AGROPECUÁRIA;AGRICULTURA;1977-06-03;True;161099,0;ATIVIDADES DE APOIO A AGRICULTURA NAO ESPECIFICADAS ANTERIORMENTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;91330001,0;PORTO ALEGRE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA;ALTO;GRANDE;VERDE;False;False
TESA12, TESA3;TERRA SANTA;5799312000120;CONSUMO NÃO CÍCLICO;AGROPECUÁRIA;AGRICULTURA;2003-07-30;True;115600,0;CULTIVO DE SOJA;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;91330001,0;PORTO ALEGRE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA;ALTO;GRANDE;VERDE;False;False
BSEV3;BIOSEV;15527906000136;CONSUMO NÃO CÍCLICO;ALIMENTOS PROCESSADOS;AÇUCAR E ALCOOL;1982-09-01;True;1071600,0;FABRICACAO DE ACUCAR EM BRUTO;BENS DE CONSUMO;INDUSTRIA;4538132,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;CINZA;False;False
;RAIZEN ENERG;;CONSUMO NÃO CÍCLICO;ALIMENTOS PROCESSADOS;AÇUCAR E ALCOOL;;;;;;;;;;;;;;;;;
SMTO3;SAO MARTINHO;51466860000156;CONSUMO NÃO CÍCLICO;ALIMENTOS PROCESSADOS;AÇUCAR E ALCOOL;1966-08-08;True;1071600,0;FABRICACAO DE ACUCAR EM BRUTO;BENS DE CONSUMO;INDUSTRIA;14850000,0;PRADOPOLIS;SP;SUDESTE;RIBEIRAO PRETO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
BRFS3;BRF SA;1838723000127;CONSUMO NÃO CÍCLICO;ALIMENTOS PROCESSADOS;CARNES E DERIVADOS;1997-05-14;True;1012101,0;ABATE DE AVES;BENS DE CONSUMO;INDUSTRIA;88301600,0;ITAJAI;SC;SUL;VALE DO ITAJAI;ATIVA;ALTO;GRANDE;VERMELHO;False;False
BAUH3, BAUH4;EXCELSIOR;95426862000197;CONSUMO NÃO CÍCLICO;ALIMENTOS PROCESSADOS;CARNES E DERIVADOS;1966-09-05;True;1013901,0;FABRICACAO DE PRODUTOS DE CARNE;BENS DE CONSUMO;INDUSTRIA;96830504,0;SANTA CRUZ DO SUL;RS;SUL;CENTRO ORIENTAL RIO GRANDENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
JBSS3;JBS;2916265000160;CONSUMO NÃO CÍCLICO;ALIMENTOS PROCESSADOS;CARNES E DERIVADOS;1998-12-16;True;1011201,0;FRIGORIFICO ABATE DE BOVINOS;BENS DE CONSUMO;INDUSTRIA;5118100,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;CINZA;False;False
MRFG3;MARFRIG;3853896000140;CONSUMO NÃO CÍCLICO;ALIMENTOS PROCESSADOS;CARNES E DERIVADOS;2000-06-06;True;1011201,0;FRIGORIFICO ABATE DE BOVINOS;BENS DE CONSUMO;INDUSTRIA;5319000,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERDE;False;False
BEEF3, BEEF11;MINERVA;67620377000114;CONSUMO NÃO CÍCLICO;ALIMENTOS PROCESSADOS;CARNES E DERIVADOS;1992-03-11;True;1013901,0;FABRICACAO DE PRODUTOS DE CARNE;BENS DE CONSUMO;INDUSTRIA;14781545,0;BARRETOS;SP;SUDESTE;RIBEIRAO PRETO;ATIVA;ALTO;GRANDE;AMARELA;False;False
MNPR3;MINUPAR;90076886000140;CONSUMO NÃO CÍCLICO;ALIMENTOS PROCESSADOS;CARNES E DERIVADOS;1984-09-04;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;95913162,0;LAJEADO;RS;SUL;CENTRO ORIENTAL RIO GRANDENSE;ATIVA;ALTO;GRANDE;AMARELA;False;False
CAML3;CAMIL;64904295000103;CONSUMO NÃO CÍCLICO;ALIMENTOS PROCESSADOS;ALIMENTOS DIVERSOS;1990-12-04;True;1061901,0;BENEFICIAMENTO DE ARROZ;BENS DE CONSUMO;INDUSTRIA;5402918,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
;J.MACEDO;;CONSUMO NÃO CÍCLICO;ALIMENTOS PROCESSADOS;ALIMENTOS DIVERSOS;;;;;;;;;;;;;;;;;
JOPA3, JOPA4;JOSAPAR;87456562000122;CONSUMO NÃO CÍCLICO;ALIMENTOS PROCESSADOS;ALIMENTOS DIVERSOS;1973-12-03;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;90480003,0;PORTO ALEGRE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
MDIA3;M.DIASBRANCO;7206816000115;CONSUMO NÃO CÍCLICO;ALIMENTOS PROCESSADOS;ALIMENTOS DIVERSOS;1966-08-29;True;1062700,0;MOAGEM DE TRIGO E FABRICACAO DE DERIVADOS;BENS DE CONSUMO;INDUSTRIA;61760000,0;EUSEBIO;CE;NORDESTE;METROPOLITANA DE FORTALEZA;ATIVA;ALTO;GRANDE;VERDE;False;False
ODER3, ODER4;ODERICH;97191902000194;CONSUMO NÃO CÍCLICO;ALIMENTOS PROCESSADOS;ALIMENTOS DIVERSOS;1966-08-20;True;1013901,0;FABRICACAO DE PRODUTOS DE CARNE;BENS DE CONSUMO;INDUSTRIA;95760000,0;SAO SEBASTIAO DO CAI;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA;ALTO;GRANDE;CINZA;False;False
ABEV3;AMBEV S/A;7526557000100;CONSUMO NÃO CÍCLICO;BEBIDAS;CERVEJAS E REFRIGERANTES;2005-07-19;True;1113502,0;FABRICACAO DE CERVEJAS E CHOPES;BENS DE CONSUMO;INDUSTRIA;4530001,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERDE;False;False
NTCO3;GRUPO NATURA;32785497000197;CONSUMO NÃO CÍCLICO;PRODUTOS DE USO PESSOAL E DE LIMPEZA;PRODUTOS DE USO PESSOAL;2019-02-15;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;5106000,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;MEDIO;GRANDE;CINZA;False;False
BOBR3, BOBR4;BOMBRIL;50564053000103;CONSUMO NÃO CÍCLICO;PRODUTOS DE USO PESSOAL E DE LIMPEZA;PRODUTOS DE LIMPEZA;1982-06-22;True;2062200,0;FABRICACAO DE PRODUTOS DE LIMPEZA E POLIMENTO;QUIMICA-PETROQUIMICA;INDUSTRIA;9696000,0;SAO BERNARDO DO CAMPO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
CRFB3;CARREFOUR BR;75315333000109;CONSUMO NÃO CÍCLICO;COMÉRCIO E DISTRIBUIÇÃO;ALIMENTOS;1973-08-28;True;4711301,0;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS HIPERMERCADOS;VAREJO;COMERCIO;2170901,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
PCAR3;P.ACUCAR-CBD;47508411000156;CONSUMO NÃO CÍCLICO;COMÉRCIO E DISTRIBUIÇÃO;ALIMENTOS;1981-11-19;True;4789099,0;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;1402000,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
CALI3, CALI4;CONST A LIND;61022042000118;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;1966-10-25;True;4120400,0;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;4534002,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
CRDE3;CR2;7820907000146;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;2006-01-23;True;4110700,0;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;22631455,0;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;GRANDE;CINZA;False;False
