ticker;nm_empresa;cnpj;setor_economico;subsetor;segmento;dt_abertura;matriz.empresaMatriz;cd_cnae_principal;de_cnae_principal;de_ramo_atividade;de_setor;endereco_cep;endereco_municipio;endereco_uf;endereco_regiao;endereco_mesorregiao;situacao_cadastral;nivel_atividade;empresa_porte;saude_tributaria;optante_simples;optante_simei
CYRE3;CYRELA REALT;73178600000118;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;1993-12-13;True;4110700,0;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;4552000,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
DIRR3;DIRECIONAL;16614075000100;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;1981-03-06;True;4120400,0;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;30150270,0;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA;ALTO;GRANDE;AMARELA;False;False
EVEN3;EVEN;43470988000165;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;1980-05-15;True;4120400,0;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;1455000,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
EZTC3;EZTEC;8312229000173;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;2006-09-01;True;4110700,0;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;4501002,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERDE;False;False
GFSA3;GAFISA;1545826000107;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;1996-11-13;True;4110700,0;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;4543900,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
HBOR3;HELBOR;49263189000102;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;1977-10-20;True;4110700,0;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;8780500,0;MOGI DAS CRUZES;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
INNT3;INTER SA;9611768000176;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;2008-06-03;True;4110700,0;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;36025275,0;JUIZ DE FORA;MG;SUDESTE;ZONA DA MATA;ATIVA;MEDIO;GRANDE;VERDE;False;False
JHSF3;JHSF PART;8294224000165;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;2006-08-08;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;5676120,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;CINZA;False;False
JFEN3;JOAO FORTES;33035536000100;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;1973-09-17;True;4110700,0;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;22631003,0;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
MTRE3;MITRE REALTY;7882930000165;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;2005-09-27;True;4110700,0;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;1418002,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;MEDIO;GRANDE;VERDE;False;False
MDNE3;MOURA DUBEUX;12049631000184;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;1987-09-01;True;4120400,0;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;51011050,0;RECIFE;PE;NORDESTE;METROPOLITANA DE RECIFE;ATIVA;MEDIO;GRANDE;CINZA;False;False
MRVE3;MRV;8343492000120;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;2006-09-29;True;4110700,0;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;30455610,0;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
PDGR3;PDG REALT;2950811000189;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;1998-11-27;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;4548903,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
RDNI3;RNI;67010660000124;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;1991-10-17;True;4120400,0;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;15085485,0;SAO JOSE DO RIO PRETO;SP;SUDESTE;SAO JOSE DO RIO PRETO;ATIVA;ALTO;GRANDE;VERDE;False;False
RSID3;ROSSI RESID;61065751000180;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;1966-01-20;True;4120400,0;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;4709111,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
TCSA3;TECNISA;8065557000112;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;2006-06-07;True;4110700,0;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;1140060,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERDE;False;False
TEND3;TENDA;71476527000135;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;1994-01-21;True;4120400,0;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;1014908,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
TRIS3;TRISUL;8811643000127;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;2007-04-24;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;4522020,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;CINZA;False;False
VIVR3;VIVER;67571414000141;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;1992-02-12;True;4120400,0;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;1452921,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERDE;False;False
CEDO4, CEDO3;CEDRO;17245234000100;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;FIOS E TECIDOS;1966-01-07;True;8211300,0;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;SERVICOS ADMINISTRATIVOS;SERVICOS;30130917,0;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA;ALTO;GRANDE;VERDE;False;False
CTNM4, CTNM3;COTEMINAS;22677520000176;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;FIOS E TECIDOS;1967-12-18;True;1313800,0;FIACAO DE FIBRAS ARTIFICIAIS E SINTETICAS;TEXTEIS;INDUSTRIA;39404005,0;MONTES CLAROS;MG;SUDESTE;NORTE DE MINAS;ATIVA;ALTO;GRANDE;VERDE;False;False
DOHL3, DOHL4;DOHLER;84683408000103;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;FIOS E TECIDOS;1966-08-08;True;1321900,0;TECELAGEM DE FIOS DE ALGODAO;TEXTEIS;INDUSTRIA;89219902,0;JOINVILLE;SC;SUL;NORTE CATARINENSE;ATIVA;ALTO;GRANDE;VERDE;False;False
ECPR3, ECPR4;ENCORPAR;1971614000183;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;FIOS E TECIDOS;1997-06-19;True;4641901,0;COMERCIO ATACADISTA DE TECIDOS;ATACADO;COMERCIO;30140071,0;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA;ALTO;GRANDE;CINZA;False;False
CATA3, CATA4;IND CATAGUAS;19526748000150;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;FIOS E TECIDOS;1966-09-14;True;1321900,0;TECELAGEM DE FIOS DE ALGODAO;TEXTEIS;INDUSTRIA;36772010,0;CATAGUASES;MG;SUDESTE;ZONA DA MATA;ATIVA;ALTO;MEDIA;VERDE;False;False
CTKA4, CTKA3;KARSTEN;82640558000104;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;FIOS E TECIDOS;1966-08-25;True;1351100,0;FABRICACAO DE ARTEFATOS TEXTEIS PARA USO DOMESTICO;TEXTEIS;INDUSTRIA;89074700,0;BLUMENAU;SC;SUL;VALE DO ITAJAI;ATIVA;ALTO;GRANDE;VERDE;False;False
PTNT3, PTNT4;PETTENATI;88613658000110;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;FIOS E TECIDOS;1966-08-09;True;1412601,0;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;BENS DE CONSUMO;INDUSTRIA;95110900,0;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
CTSA3, CTSA4, CTSA8;SANTANENSE;21255567000189;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;FIOS E TECIDOS;1891-10-23;True;1321900,0;TECELAGEM DE FIOS DE ALGODAO;TEXTEIS;INDUSTRIA;35681184,0;ITAUNA;MG;SUDESTE;OESTE DE MINAS;ATIVA;ALTO;GRANDE;CINZA;False;False
SGPS3;SPRINGS;7718269000157;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;FIOS E TECIDOS;2005-12-02;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;39404005,0;MONTES CLAROS;MG;SUDESTE;NORTE DE MINAS;ATIVA;ALTO;GRANDE;CINZA;False;False
TEKA3, TEKA4;TEKA;82636986000155;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;FIOS E TECIDOS;1966-01-21;True;1351100,0;FABRICACAO DE ARTEFATOS TEXTEIS PARA USO DOMESTICO;TEXTEIS;INDUSTRIA;89052900,0;BLUMENAU;SC;SUL;VALE DO ITAJAI;ATIVA;ALTO;GRANDE;VERMELHO;False;False
;TEX RENAUX;;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;FIOS E TECIDOS;;;;;;;;;;;;;;;;;
HGTX3;CIA HERING;78876950000171;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;VESTUÁRIO;1985-08-22;True;1422300,0;FABRICACAO DE ARTIGOS DO VESTUARIO PRODUZIDOS EM MALHARIAS E TRICOTAGENS EXCETO MEIAS;BENS DE CONSUMO;INDUSTRIA;89010900,0;BLUMENAU;SC;SUL;VALE DO ITAJAI;ATIVA;ALTO;GRANDE;CINZA;False;False
ALPA3, ALPA4;ALPARGATAS;61079117000105;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;CALÇADOS;1907-04-09;True;1311100,0;PREPARACAO E FIACAO DE FIBRAS DE ALGODAO;TEXTEIS;INDUSTRIA;4794000,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
CAMB3;CAMBUCI;61088894000108;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;CALÇADOS;1966-07-11;True;1529700,0;FABRICACAO DE ARTEFATOS DE COURO NAO ESPECIFICADOS ANTERIORMENTE;BENS DE CONSUMO;INDUSTRIA;4571000,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
GRND3;GRENDENE;89850341000160;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;CALÇADOS;1971-03-26;True;1533500,0;FABRICACAO DE CALCADOS DE MATERIAL SINTETICO;BENS DE CONSUMO;INDUSTRIA;62040125,0;SOBRAL;CE;NORDESTE;NOROESTE CEARENSE;ATIVA;ALTO;GRANDE;CINZA;False;False
VULC3;VULCABRAS;50926955000142;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;CALÇADOS;1966-07-01;True;4616800,0;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS VESTUARIO CALCADOS E ARTIGOS DE VIAGEM;ATACADO;COMERCIO;13219001,0;JUNDIAI;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;ATIVA;ALTO;GRANDE;VERMELHO;False;False
MNDL3;MUNDIAL;88610191000154;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;ACESSÓRIOS;1917-09-05;True;3299005,0;FABRICACAO DE AVIAMENTOS PARA COSTURA;DIVERSOS;INDUSTRIA;4103000,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;CINZA;False;False
TECN3;TECHNOS;9295063000197;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;ACESSÓRIOS;2007-12-06;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;22640907,0;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;GRANDE;CINZA;False;False
VIVA3;VIVARA S.A.;33839910000111;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;ACESSÓRIOS;2019-06-05;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;4711904,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;MEDIO;GRANDE;CINZA;False;False
WHRL3;WHIRLPOOL;59105999000186;CONSUMO CÍCLICO;UTILIDADES DOMÉSTICAS;ELETRODOMÉSTICOS;1966-08-08;True;2751100,0;FABRICACAO DE FOGOES REFRIGERADORES E MAQUINAS DE LAVAR E SECAR PARA USO DOMESTICO PECAS E ACESSORIOS;ELETROELETRONICOS;INDUSTRIA;4183090,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERDE;False;False
UCAS3;UNICASA;90441460000148;CONSUMO CÍCLICO;UTILIDADES DOMÉSTICAS;MÓVEIS;1985-09-19;True;3101200,0;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;BENS DE CONSUMO;INDUSTRIA;95707540,0;BENTO GONCALVES;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERMELHO;False;False
HETA3, HETA4;HERCULES;92749225000163;CONSUMO CÍCLICO;UTILIDADES DOMÉSTICAS;UTENSÍLIOS DOMÉSTICOS;1966-08-02;True;2541100,0;FABRICACAO DE ARTIGOS DE CUTELARIA;SIDERURGICA-METALURGIA;INDUSTRIA;4103000,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;CINZA;False;False
MYPK3;IOCHP-MAXION;61156113000175;CONSUMO CÍCLICO;AUTOMÓVEIS E MOTOCICLETAS;AUTOMÓVEIS E MOTOCICLETAS;1969-10-06;True;2949299,0;FABRICACAO DE OUTRAS PECAS E ACESSORIOS PARA VEICULOS AUTOMOTORES NAO ESPECIFICADAS ANTERIORMENTE;INDUSTRIA AUTOMOTIVA;INDUSTRIA;12730900,0;CRUZEIRO;SP;SUDESTE;VALE DO PARAIBA PAULISTA;ATIVA;ALTO;GRANDE;VERMELHO;False;False
LEVE3;METAL LEVE;60476884000187;CONSUMO CÍCLICO;AUTOMÓVEIS E MOTOCICLETAS;AUTOMÓVEIS E MOTOCICLETAS;1966-09-27;True;2941700,0;FABRICACAO DE PECAS E ACESSORIOS PARA O SISTEMA MOTOR DE VEICULOS AUTOMOTORES;INDUSTRIA AUTOMOTIVA;INDUSTRIA;13849050,0;MOGI GUACU;SP;SUDESTE;CAMPINAS;ATIVA;ALTO;GRANDE;AMARELA;False;False
PLAS3;PLASCAR PART;51928174000150;CONSUMO CÍCLICO;AUTOMÓVEIS E MOTOCICLETAS;AUTOMÓVEIS E MOTOCICLETAS;1982-10-21;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;13213000,0;JUNDIAI;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;ATIVA;ALTO;GRANDE;CINZA;False;False
HOOT4;HOTEIS OTHON;33200049000147;CONSUMO CÍCLICO;HOTEIS E RESTAURANTES;HOTELARIA;1965-12-31;True;5510801,0;HOTEIS;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;22060001,0;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
BKBR3;BK BRASIL;13574594000196;CONSUMO CÍCLICO;HOTEIS E RESTAURANTES;RESTAURANTE E SIMILARES;2011-04-19;True;5611203,0;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;6455020,0;BARUERI;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;CINZA;False;False
MEAL3;IMC S/A;17314329000120;CONSUMO CÍCLICO;HOTEIS E RESTAURANTES;RESTAURANTE E SIMILARES;1968-01-26;True;5611201,0;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;5477902,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;CINZA;False;False
BMKS3;BIC MONARK;56992423000190;CONSUMO CÍCLICO;VIAGENS E LAZER;BICICLETAS;1966-07-15;True;3092000,0;FABRICACAO DE BICICLETAS E TRICICLOS NAO MOTORIZADOS PECAS E ACESSORIOS;INDUSTRIA AUTOMOTIVA;INDUSTRIA;13347370,0;INDAIATUBA;SP;SUDESTE;CAMPINAS;ATIVA;ALTO;MEDIA;VERMELHO;False;False
ESTR4, ESTR3;ESTRELA;61082004000150;CONSUMO CÍCLICO;VIAGENS E LAZER;BRINQUEDOS E JOGOS;1972-06-15;True;3240099,0;FABRICACAO DE OUTROS BRINQUEDOS E JOGOS RECREATIVOS NAO ESPECIFICADOS ANTERIORMENTE;DIVERSOS;INDUSTRIA;5423180,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;MEDIA;VERMELHO;False;False
AHEB3, AHEB5, AHEB6;SPTURIS;62002886000160;CONSUMO CÍCLICO;VIAGENS E LAZER;PRODUÇÃO DE EVENTOS E SHOWS;1968-03-18;True;6810202,0;ALUGUEL DE IMOVEIS PROPRIOS;SERVICOS ADMINISTRATIVOS;SERVICOS;1014908,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;CINZA;False;False
SHOW3;TIME FOR FUN;2860694000162;CONSUMO CÍCLICO;VIAGENS E LAZER;PRODUÇÃO DE EVENTOS E SHOWS;1998-11-23;True;9001999,0;ARTES CENICAS ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DIVERSOS;SERVICOS;5411000,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
CVCB3;CVC BRASIL;10760260000119;CONSUMO CÍCLICO;VIAGENS E LAZER;VIAGENS E TURISMO;2009-04-09;True;7911200,0;AGENCIAS DE VIAGENS;SERVICOS ADMINISTRATIVOS;SERVICOS;9090401,0;SANTO ANDRE;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
SMFT3;SMART FIT;7594978000178;CONSUMO CÍCLICO;VIAGENS E LAZER;ATIVIDADES ESPORTIVAS;2005-08-12;True;9313100,0;ATIVIDADES DE CONDICIONAMENTO FISICO;SERVICOS DIVERSOS;SERVICOS;1310100,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
ANIM3;ANIMA;9288252000132;CONSUMO CÍCLICO;DIVERSOS;SERVIÇOS EDUCACIONAIS;2007-12-03;True;7020400,0;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL EXCETO CONSULTORIA TECNICA ESPECIFICA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;5435001,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERDE;False;False
BAHI3;BAHEMA;45987245000192;CONSUMO CÍCLICO;DIVERSOS;SERVIÇOS EDUCACIONAIS;1966-07-26;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;1451001,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
COGN3;COGNA ON;2800026000140;CONSUMO CÍCLICO;DIVERSOS;SERVIÇOS EDUCACIONAIS;1998-09-21;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;30140100,0;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA;ALTO;GRANDE;CINZA;False;False
SEER3;SER EDUCA;4986320000113;CONSUMO CÍCLICO;DIVERSOS;SERVIÇOS EDUCACIONAIS;2002-03-27;True;8532500,0;EDUCACAO SUPERIOR GRADUACAO E POS GRADUACAO;SERVICOS DE EDUCACAO;SERVICOS;50100200,0;RECIFE;PE;NORDESTE;METROPOLITANA DE RECIFE;ATIVA;ALTO;GRANDE;CINZA;False;False
YDUQ3;YDUQS PART;8807432000110;CONSUMO CÍCLICO;DIVERSOS;SERVIÇOS EDUCACIONAIS;2007-05-03;True;6462000,0;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;20081311,0;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA;ALTO;GRANDE;CINZA;False;False
RENT3;LOCALIZA;16670085000155;CONSUMO CÍCLICO;DIVERSOS;ALUGUEL DE CARROS;1973-09-28;True;7711000,0;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;SERVICOS ADMINISTRATIVOS;SERVICOS;31150000,0;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA;ALTO;GRANDE;VERDE;False;False
LCAM3;LOCAMERICA;10215988000160;CONSUMO CÍCLICO;DIVERSOS;ALUGUEL DE CARROS;2008-07-23;True;7711000,0;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;SERVICOS ADMINISTRATIVOS;SERVICOS;30380457,0;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA;ALTO;GRANDE;AMARELA;False;False
MSRO3;MAESTROLOC;8795211000170;CONSUMO CÍCLICO;DIVERSOS;ALUGUEL DE CARROS;2007-04-05;True;7711000,0;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;SERVICOS ADMINISTRATIVOS;SERVICOS;6804010,0;EMBU DAS ARTES;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERDE;False;False
MOVI3;MOVIDA;21314559000166;CONSUMO CÍCLICO;DIVERSOS;ALUGUEL DE CARROS;2014-10-30;True;7711000,0;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;SERVICOS ADMINISTRATIVOS;SERVICOS;4530001,0;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;AMARELA;False;False
;UNIDAS;;CONSUMO CÍCLICO;DIVERSOS;ALUGUEL DE CARROS;;;;;;;;;;;;;;;;;
SMLS3;SMILES;5730375000120;CONSUMO CÍCLICO;DIVERSOS;PROGRAMAS DE FIDELIZAÇÃO;;;;;;;;;;;;;;;;;
ARZZ3;AREZZO CO;16590234000176;CONSUMO CÍCLICO;COMÉRCIO;TECIDOS, VESTUÁRIO E CALÇADOS;1972-09-14;True;4643501,0;COMERCIO ATACADISTA DE CALCADOS;ATACADO;COMERCIO;30112000,0;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA;ALTO;GRANDE;AMARELA;False;False
CEAB3;CEA MODAS;45242914000105;CONSUMO CÍCLICO;COMÉRCIO;TECIDOS, VESTUÁRIO E CALÇADOS;1981-01-12;True;4781400,0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;6455000,0;BARUERI;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA;ALTO;GRANDE;VERMELHO;False;False
CGRA4, CGRA3;GRAZZIOTIN;92012467000170;CONSUMO CÍCLICO;COMÉRCIO;TECIDOS, VESTUÁRIO E CALÇADOS;1982-03-22;True;4781400,0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;99060030,0;PASSO FUNDO;RS;SUL;NOROESTE RIO GRANDENSE;ATIVA;ALTO;GRANDE;VERDE;False;False
GUAR3;GUARARAPES;8402943000152;CONSUMO CÍCLICO;COMÉRCIO;TECIDOS, VESTUÁRIO E CALÇADOS;1966-08-25;True;1412601,0;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;BENS DE CONSUMO;INDUSTRIA;59115001,0;NATAL;RN;NORDESTE;LESTE POTIGUAR;ATIVA;ALTO;GRANDE;VERDE;False;False
